"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=cetacea"
"Access Time","Fri 2017-02-03 02:22:27 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","cetacea"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.195"
"Records Found","4217"
"Records Returned","4217"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1266069","occ","","","168168","Feresa attenuata","species","63583","","Feresa attenuata","species","63583","Holocene","","0.0117","0","55081"
"1266070","occ","","","168170","Feresa attenuata","species","63583","","Feresa attenuata","species","63583","Holocene","","0.0117","0","55081"
"1266071","occ","","","168171","Feresa attenuata","species","63583","","Feresa attenuata","species","63583","Holocene","","0.0117","0","55081"
"1266072","occ","","","168172","Feresa attenuata","species","63583","","Feresa attenuata","species","63583","Holocene","","0.0117","0","55081"
"1266073","occ","","","168174","Feresa attenuata","species","63583","","Feresa attenuata","species","63583","Holocene","","0.0117","0","55081"
"1266074","occ","","","168173","Feresa attenuata","species","63583","","Feresa attenuata","species","63583","Holocene","","0.0117","0","55081"
"1266075","occ","","","168175","Pseudorca crassidens","species","64544","","Pseudorca crassidens","species","64543","Holocene","","0.0117","0","55081"
"1266076","occ","","","168176","Pseudorca crassidens","species","64544","","Pseudorca crassidens","species","64543","Holocene","","0.0117","0","55081"
"1266077","occ","","","168178","Pseudorca crassidens","species","64544","","Pseudorca crassidens","species","64543","Holocene","","0.0117","0","55081"
"1266078","occ","","","168179","Pseudorca crassidens","species","64544","","Pseudorca crassidens","species","64543","Holocene","","0.0117","0","55081"
"1266079","occ","","","168180","Pseudorca crassidens","species","64544","","Pseudorca crassidens","species","64543","Holocene","","0.0117","0","55081"
"1266080","occ","","","168181","Pseudorca crassidens","species","64544","","Pseudorca crassidens","species","64543","Holocene","","0.0117","0","55081"
"1266081","occ","","","168182","Pseudorca crassidens","species","64544","","Pseudorca crassidens","species","64543","Holocene","","0.0117","0","55081"
"1266082","occ","","","168183","Pseudorca crassidens","species","64544","","Pseudorca crassidens","species","64543","Holocene","","0.0117","0","55081"
"1266083","occ","","","168184","Pseudorca crassidens","species","64544","","Pseudorca crassidens","species","64543","Holocene","","0.0117","0","55081"
"1266084","occ","","","168185","Pseudorca crassidens","species","64544","","Pseudorca crassidens","species","64543","Holocene","","0.0117","0","55081"
"1266085","occ","","","168186","Pseudorca crassidens","species","64544","","Pseudorca crassidens","species","64543","Holocene","","0.0117","0","55081"
"1266089","occ","","","168193","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082"
"1266090","occ","","","168194","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082"
"1266091","occ","","","168195","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082"
"1266092","occ","","","168196","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082"
"1266094","occ","","","168197","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082"
"1266095","occ","","","168198","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082"
"1266096","occ","","","168199","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082"
"1266097","occ","","","168200","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082"
"1266098","occ","","","168201","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082"
"1266100","occ","","","168205","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082"
"1266101","occ","","","168202","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082"
"1266102","occ","","","168203","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082"
"1266103","occ","","","168204","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082"
"1266105","occ","","","168206","Globicephala melas","species","64474","","Globicephala melas","species","64473","Holocene","","0.0117","0","55082"
"1266106","occ","","","168207","Globicephala melas","species","64474","","Globicephala melas","species","64473","Holocene","","0.0117","0","55082"
"1266107","occ","","","168208","Globicephala melas","species","64474","","Globicephala melas","species","64473","Holocene","","0.0117","0","55082"
"1266109","occ","","","168209","Globicephala macrorhynchus","species","69995","","Globicephala macrorhynchus","species","69994","Holocene","","0.0117","0","55082"
"1266110","occ","","","168210","Globicephala macrorhynchus","species","69995","","Globicephala macrorhynchus","species","69994","Holocene","","0.0117","0","55082"
"1266111","occ","","","168211","Globicephala macrorhynchus","species","69995","","Globicephala macrorhynchus","species","69994","Holocene","","0.0117","0","55082"
"1266112","occ","","","168212","Globicephala macrorhynchus","species","69995","","Globicephala macrorhynchus","species","69994","Holocene","","0.0117","0","55082"
"1266115","occ","","","168213","Globicephala macrorhynchus","species","69995","","Globicephala macrorhynchus","species","69994","Holocene","","0.0117","0","55082"
"1266116","occ","","","168215","Globicephala macrorhynchus","species","69995","","Globicephala macrorhynchus","species","69994","Holocene","","0.0117","0","55082"
"1266117","occ","","","168216","Globicephala macrorhynchus","species","69995","","Globicephala macrorhynchus","species","69994","Holocene","","0.0117","0","55082"
"1266118","occ","","","168217","Globicephala macrorhynchus","species","69995","","Globicephala macrorhynchus","species","69994","Holocene","","0.0117","0","55082"
"1266119","occ","","","168219","Globicephala macrorhynchus","species","69995","","Globicephala macrorhynchus","species","69994","Holocene","","0.0117","0","55082"
"1266120","occ","","","168218","Globicephala macrorhynchus","species","69995","","Globicephala macrorhynchus","species","69994","Holocene","","0.0117","0","55082"
"1266218","occ","","","168229","Orcaella brevirostris","species","108775","","Orcaella brevirostris","species","63582","Holocene","","0.0117","0","55090"
"1266219","occ","","","168227","Orcaella brevirostris","species","108775","","Orcaella brevirostris","species","63582","Holocene","","0.0117","0","55090"
"1266220","occ","","","168228","Orcaella brevirostris","species","108775","","Orcaella brevirostris","species","63582","Holocene","","0.0117","0","55090"
"1266221","occ","","","168232","Monodon monoceros","species","64546","","Monodon monoceros","species","64546","Holocene","","0.0117","0","55091"
"1266222","occ","","","168230","Monodon monoceros","species","64546","","Monodon monoceros","species","64546","Holocene","","0.0117","0","55091"
"1266223","occ","","","168231","Monodon monoceros","species","64546","","Monodon monoceros","species","64546","Holocene","","0.0117","0","55091"
"1266224","occ","","","168236","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Holocene","","0.0117","0","55092"
"1266225","occ","","","168233","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Holocene","","0.0117","0","55092"
"1266226","occ","","","168234","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Holocene","","0.0117","0","55092"
"1266227","occ","","","168235","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Holocene","","0.0117","0","55092"
"1266228","occ","","","168240","Neophocaena phocaenoides","species","64883","","Neophocaena phocaenoides","species","64547","Holocene","","0.0117","0","55093"
"1266229","occ","","","168237","Neophocaena phocaenoides","species","64883","","Neophocaena phocaenoides","species","64547","Holocene","","0.0117","0","55093"
"1266230","occ","","","168238","Neophocaena phocaenoides","species","64883","","Neophocaena phocaenoides","species","64547","Holocene","","0.0117","0","55093"
"1266231","occ","","","168239","Neophocaena phocaenoides","species","64883","","Neophocaena phocaenoides","species","64547","Holocene","","0.0117","0","55093"
"1266232","occ","","","168241","Phocoena phocoena","species","63544","","Phocoena phocoena","species","63543","Holocene","","0.0117","0","55092"
"1266233","occ","","","168242","Phocoena phocoena","species","63544","","Phocoena phocoena","species","63543","Holocene","","0.0117","0","55092"
"1266234","occ","","","168243","Phocoena phocoena","species","63544","","Phocoena phocoena","species","63543","Holocene","","0.0117","0","55092"
"1266235","occ","","","168244","Phocoena phocoena","species","63544","","Phocoena phocoena","species","63543","Holocene","","0.0117","0","55092"
"1266236","occ","","","168245","Phocoena dioptrica","species","63545","","Phocoena dioptrica","species","91002","Holocene","","0.0117","0","55092"
"1266237","occ","","","168246","Phocoena dioptrica","species","63545","","Phocoena dioptrica","species","91002","Holocene","","0.0117","0","55092"
"1266238","occ","","","168247","Phocoena dioptrica","species","63545","","Phocoena dioptrica","species","91002","Holocene","","0.0117","0","55092"
"1266239","occ","","","168248","Phocoena dioptrica","species","63545","","Phocoena dioptrica","species","91002","Holocene","","0.0117","0","55092"
"1266240","occ","","","168250","Phocoenoides dalli","species","63554","","Phocoenoides dalli","species","63553","Holocene","","0.0117","0","55092"
"1266241","occ","","","168249","Phocoenoides dalli","species","63554","","Phocoenoides dalli","species","63553","Holocene","","0.0117","0","55092"
"1266242","occ","","","168251","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094"
"1266243","occ","","","168252","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094"
"1266244","occ","","","168253","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094"
"1266245","occ","","","168254","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094"
"1266246","occ","","","168255","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094"
"1266247","occ","","","168256","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094"
"1266248","occ","","","168257","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094"
"1266249","occ","","","168258","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094"
"1266250","occ","","","168263","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094"
"1266251","occ","","","168259","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094"
"1266252","occ","","","168260","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094"
"1266253","occ","","","168261","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094"
"1266254","occ","","","168262","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","55094"
"1266796","occ","","","168344","Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Holocene","","0.0117","0","55079"
"1266797","occ","","","168343","Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Holocene","","0.0117","0","55079"
"1266798","occ","","","168342","Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Holocene","","0.0117","0","55079"
"1266799","occ","","","168341","Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Holocene","","0.0117","0","55079"
"1266800","occ","","","168350","Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Holocene","","0.0117","0","55079"
"1266801","occ","","","168345","Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Holocene","","0.0117","0","55079"
"1266802","occ","","","168346","Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Holocene","","0.0117","0","55079"
"1266803","occ","","","168347","Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Holocene","","0.0117","0","55079"
"1266804","occ","","","168348","Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Holocene","","0.0117","0","55079"
"1266805","occ","","","168349","Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Holocene","","0.0117","0","55079"
"1266814","occ","","","168351","Ziphius cavirostris","species","64703","","Ziphius cavirostris","species","64703","Holocene","","0.0117","0","55079"
"1266815","occ","","","168352","Ziphius cavirostris","species","64703","","Ziphius cavirostris","species","64703","Holocene","","0.0117","0","55079"
"1266816","occ","","","168353","Ziphius cavirostris","species","64703","","Ziphius cavirostris","species","64703","Holocene","","0.0117","0","55079"
"1266817","occ","","","168354","Ziphius cavirostris","species","64703","","Ziphius cavirostris","species","64703","Holocene","","0.0117","0","55079"
"1266818","occ","","","168355","Ziphius cavirostris","species","64703","","Ziphius cavirostris","species","64703","Holocene","","0.0117","0","55079"
"1266819","occ","","","168361","Ziphius cavirostris","species","64703","","Ziphius cavirostris","species","64703","Holocene","","0.0117","0","55079"
"1266820","occ","","","168356","Ziphius cavirostris","species","64703","","Ziphius cavirostris","species","64703","Holocene","","0.0117","0","55079"
"1266821","occ","","","168357","Ziphius cavirostris","species","64703","","Ziphius cavirostris","species","64703","Holocene","","0.0117","0","55079"
"1266822","occ","","","168358","Ziphius cavirostris","species","64703","","Ziphius cavirostris","species","64703","Holocene","","0.0117","0","55079"
"1266823","occ","","","168359","Ziphius cavirostris","species","64703","","Ziphius cavirostris","species","64703","Holocene","","0.0117","0","55079"
"1266824","occ","","","168360","Ziphius cavirostris","species","64703","","Ziphius cavirostris","species","64703","Holocene","","0.0117","0","55079"
"1266871","occ","","","168363","Berardius arnuxii","species","63590","","Berardius arnuxii","species","63590","Holocene","","0.0117","0","55103"
"1266872","occ","","","168364","Berardius arnuxii","species","63590","","Berardius arnuxii","species","63590","Holocene","","0.0117","0","55103"
"1266873","occ","","","168365","Berardius arnuxii","species","63590","","Berardius arnuxii","species","63590","Holocene","","0.0117","0","55103"
"1266874","occ","","","168366","Berardius arnuxii","species","63590","","Berardius arnuxii","species","63590","Holocene","","0.0117","0","55103"
"1266875","occ","","","168367","Berardius arnuxii","species","63590","","Berardius arnuxii","species","63590","Holocene","","0.0117","0","55103"
"1266876","occ","","","168368","Berardius arnuxii","species","63590","","Berardius arnuxii","species","63590","Holocene","","0.0117","0","55103"
"1266877","occ","","","168369","Berardius arnuxii","species","63590","","Berardius arnuxii","species","63590","Holocene","","0.0117","0","55103"
"1266880","occ","","","168371","Berardius bairdii","species","81905","","Berardius bairdii","species","81905","Holocene","","0.0117","0","55103"
"1266881","occ","","","168370","Berardius bairdii","species","81905","","Berardius bairdii","species","81905","Holocene","","0.0117","0","55103"
"1266882","occ","","","168372","Tasmacetus shepherdi","species","63588","","Tasmacetus shepherdi","species","63588","Holocene","","0.0117","0","55103"
"1266883","occ","","","168373","Tasmacetus shepherdi","species","63588","","Tasmacetus shepherdi","species","63588","Holocene","","0.0117","0","55103"
"1266884","occ","","","168374","Tasmacetus shepherdi","species","63588","","Tasmacetus shepherdi","species","63588","Holocene","","0.0117","0","55103"
"1266885","occ","","","168375","Tasmacetus shepherdi","species","63588","","Tasmacetus shepherdi","species","63588","Holocene","","0.0117","0","55103"
"1266886","occ","","","168381","Indopacetus pacificus","species","63852","","Indopacetus pacificus","species","63849","Holocene","","0.0117","0","55081"
"1266887","occ","","","168376","Indopacetus pacificus","species","63852","","Indopacetus pacificus","species","63849","Holocene","","0.0117","0","55081"
"1266888","occ","","","168377","Indopacetus pacificus","species","63852","","Indopacetus pacificus","species","63849","Holocene","","0.0117","0","55081"
"1266889","occ","","","168378","Indopacetus pacificus","species","63852","","Indopacetus pacificus","species","63849","Holocene","","0.0117","0","55081"
"1266890","occ","","","168379","Indopacetus pacificus","species","63852","","Indopacetus pacificus","species","63849","Holocene","","0.0117","0","55081"
"1266891","occ","","","168380","Indopacetus pacificus","species","63852","","Indopacetus pacificus","species","63849","Holocene","","0.0117","0","55081"
"1266897","occ","","","168386","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Bartonian","Priabonian","41.3","33.9","55107"
"1267401","occ","","","168458","Parietobalaena palmeri","species","62938","","Parietobalaena palmeri","species","62938","Langhian","","15.97","13.82","55050"
"1267402","occ","","","70834","Parietobalaena palmeri","species","62938","","Parietobalaena palmeri","species","62938","Langhian","","15.97","13.82","55050"
"1267404","occ","","","133498","Parietobalaena sp.","genus","36797","","Parietobalaena","genus","36797","Burdigalian","Langhian","20.44","13.82","55133"
"1267737","occ","","","162118","Kentriodontidae indet.","family","42938","","Kentriodontidae","family","42938","Miocene","","23.03","5.333","55143"
"1268036","occ","","","168564","Hyperoodon planifrons","species","63850","","Hyperoodon planifrons","species","63850","Holocene","","0.0117","0","55103"
"1268037","occ","","","168565","Hyperoodon planifrons","species","63850","","Hyperoodon planifrons","species","63850","Holocene","","0.0117","0","55103"
"1268038","occ","","","168566","Hyperoodon planifrons","species","63850","","Hyperoodon planifrons","species","63850","Holocene","","0.0117","0","55103"
"1268039","occ","","","168567","Hyperoodon planifrons","species","63850","","Hyperoodon planifrons","species","63850","Holocene","","0.0117","0","55103"
"1268040","occ","","","168568","Hyperoodon planifrons","species","63850","","Hyperoodon planifrons","species","63850","Holocene","","0.0117","0","55103"
"1268041","occ","","","168569","Hyperoodon planifrons","species","63850","","Hyperoodon planifrons","species","63850","Holocene","","0.0117","0","55103"
"1268042","occ","","","168570","Hyperoodon planifrons","species","63850","","Hyperoodon planifrons","species","63850","Holocene","","0.0117","0","55103"
"1268043","occ","","","168573","Hyperoodon ampullatus","species","64551","","Hyperoodon ampullatus","species","63592","Holocene","","0.0117","0","55103"
"1268044","occ","","","168571","Hyperoodon ampullatus","species","64551","","Hyperoodon ampullatus","species","63592","Holocene","","0.0117","0","55103"
"1268045","occ","","","168572","Hyperoodon ampullatus","species","64551","","Hyperoodon ampullatus","species","63592","Holocene","","0.0117","0","55103"
"1268046","occ","","","168574","Mesoplodon sp.","genus","36763","","Mesoplodon","genus","36763","Holocene","","0.0117","0","55079"
"1268047","occ","","","168575","Mesoplodon sp.","genus","36763","","Mesoplodon","genus","36763","Holocene","","0.0117","0","55079"
"1268048","occ","","","168576","Mesoplodon sp.","genus","36763","","Mesoplodon","genus","36763","Holocene","","0.0117","0","55079"
"1268049","occ","","","168577","Mesoplodon sp.","genus","36763","","Mesoplodon","genus","36763","Holocene","","0.0117","0","55079"
"1268050","occ","","","168578","Mesoplodon sp.","genus","36763","","Mesoplodon","genus","36763","Holocene","","0.0117","0","55079"
"1268051","occ","","","168579","Mesoplodon sp.","genus","36763","","Mesoplodon","genus","36763","Holocene","","0.0117","0","55079"
"1268052","occ","","","168580","Mesoplodon sp.","genus","36763","","Mesoplodon","genus","36763","Holocene","","0.0117","0","55079"
"1268053","occ","","","168581","Mesoplodon sp.","genus","36763","","Mesoplodon","genus","36763","Holocene","","0.0117","0","55079"
"1268054","occ","","","168585","Mesoplodon sp.","genus","36763","","Mesoplodon","genus","36763","Holocene","","0.0117","0","55079"
"1268055","occ","","","168582","Mesoplodon sp.","genus","36763","","Mesoplodon","genus","36763","Holocene","","0.0117","0","55079"
"1268056","occ","","","168583","Mesoplodon sp.","genus","36763","","Mesoplodon","genus","36763","Holocene","","0.0117","0","55079"
"1268057","occ","","","168584","Mesoplodon sp.","genus","36763","","Mesoplodon","genus","36763","Holocene","","0.0117","0","55079"
"1268058","occ","","","168587","Platanista gangetica","species","63565","","Platanista gangetica","species","63562","Holocene","","0.0117","0","55156"
"1268059","occ","","","168586","Platanista gangetica","species","63565","","Platanista gangetica","species","63562","Holocene","","0.0117","0","55156"
"1268060","occ","","","168588","Inia geofferensis","species","63506","species not entered","Inia","genus","63506","Holocene","","0.0117","0","55157"
"1269373","occ","","","144795","n. gen. Nanokogia n. sp. isthmia","species","319919","","Nanokogia isthmia","species","319919","Tortonian","","11.62","7.246","55198"
"1269374","occ","","","168820","Nanokogia isthmia","species","319919","","Nanokogia isthmia","species","319919","Tortonian","","11.62","7.246","55198"
"1269396","occ","","","160781","Inioidea indet.","superfamily","63497","","Inioidea","superfamily","63497","Tortonian","","11.62","7.246","55198"
"1269397","occ","","","168820","Delphinoidea indet.","superfamily","53268","","Delphinoidea","superfamily","53268","Tortonian","","11.62","7.246","55198"
"1269398","occ","","","168821","Delphinoidea indet.","superfamily","53268","","Delphinoidea","superfamily","53268","Tortonian","","11.62","7.246","55198"
"1269529","occ","31130","","45480","Eubalaena sp.","genus","36715","","Eubalaena","genus","36715","Piacenzian","","3.6","2.588","11884"
"1279949","occ","","","152330","Cetacea indet.","order","36652","","Cetacea","order","36652","Zanclean","","5.333","3.6","55446"
"1281689","occ","","","46166","Dolichodon geelongensis","species","83518","obsolete variant of","Ziphius (Dolichodon) geelongensis","species","83518","Chattian","","28.1","23.03","30413"
"1282489","occ","","","170317","Balaenoptera acutorostrata","species","68469","","Balaenoptera acutorostrata","species","68469","Holocene","","0.0117","0","54977"
"1282490","occ","","","170318","Eschrichtius robustus","species","81900","","Eschrichtius robustus","species","64488","Holocene","","0.0117","0","54980"
"1282491","occ","","","170319","Phocoena phoecena","species","63542","species not entered","Phocoena","genus","36803","Holocene","","0.0117","0","54980"
"1289477","occ","","","172172","Cetacea indet.","order","36652","","Cetacea","order","36652","Tortonian","","11.62","7.246","55908"
"1289480","occ","","","172172","Brachydelphis jahuayensis","species","267870","","Brachydelphis jahuayensis","species","267870","Tortonian","","11.62","7.246","55908"
"1291368","occ","","","52582","cf. Physeterula dubusii","species","64464","corrected to","Physeterula dubusi","species","64464","Zanclean","","5.333","3.6","26220"
"1291369","occ","","","52582","cf. Orycterocetus sp.","genus","36788","","Orycterocetus","genus","36788","Zanclean","","5.333","3.6","26220"
"1291370","occ","","","52582","cf. Kogia breviceps","species","64510","","Kogia breviceps","species","64509","Zanclean","","5.333","3.6","26220"
"1291371","occ","","","52582","cf. Kogiopsis floridana","species","62943","","Kogiopsis floridana","species","62943","Zanclean","","5.333","3.6","26220"
"1291372","occ","","","52582","cf. Physeter catodon","species","64550","subjective synonym of","Physeter macrocephalus","species","68698","Zanclean","","5.333","3.6","26220"
"1291373","occ","","","52582","cf. Scaldicetus sp.","genus","36900","","Scaldicetus","genus","36900","Zanclean","","5.333","3.6","26220"
"1291665","occ","","","96899","Physeterula neolassicus ?","species","169064","nomen vanum","Physeterula","genus","36808","Pleistocene","","2.588","0.0117","33083"
"1296294","occ","","","45660","n. gen. Tokarahia n. sp. kauaeroa","species","327303","","Tokarahia kauaeroa","species","327303","Duntroonian","","27.3","25.2","56203"
"1296295","occ","","","45660","Tokarahia sp.","genus","327302","","Tokarahia","genus","327302","Duntroonian","","27.3","25.2","56203"
"1296296","occ","","","45660","cf. Tokarahia kauaeroa","species","327303","","Tokarahia kauaeroa","species","327303","Duntroonian","","27.3","25.2","56203"
"1298445","occ","","","173255","Messapicetus gregarius","species","199761","","Messapicetus gregarius","species","199761","Tortonian","","11.62","7.246","56315"
"1298606","occ","","","173285","Waharoa ruwhenua","species","328444","","Waharoa ruwhenua","species","328444","Late Oligocene","","28.4","23.03","56335"
"1298607","occ","","","173286","Waharoa ruwhenua","species","328444","","Waharoa ruwhenua","species","328444","Late Oligocene","","28.4","23.03","56335"
"1299763","occ","","","173562","Globicephalinae indet.","subfamily","63528","","Globicephalinae","subfamily","102698","Zanclean","","5.333","3.6","56571"
"1299766","occ","","","173563","Globicephalinae indet.","subfamily","63528","","Globicephalinae","subfamily","102698","Zanclean","","5.333","3.6","56571"
"1307379","occ","","","120368","n. gen. Fucaia n. sp. buelli","species","333118","","Fucaia buelli","species","333118","Early Oligocene","","33.9","28.4","57237"
"1308290","occ","","","175454","Mysticeti indet.","suborder","94035","","Mysticeti","suborder","42971","Middle Miocene","","15.97","11.608","57372"
"1308311","occ","","","175464","Mesoplodon n. sp. tumidirostris","species","64854","","Mesoplodon tumidirostris","species","64854","Neogene","","23.03","2.588","57376"
"1308479","occ","","","175523","Cetacea indet.","order","36652","","Cetacea","order","36652","Holocene","","0.0117","0","57380"
"1308480","occ","","","175523","Mysticeti indet.","suborder","42971","","Mysticeti","suborder","42971","Holocene","","0.0117","0","57380"
"1308481","occ","","","175523","Odontoceti indet.","suborder","42937","","Odontoceti","suborder","42937","Holocene","","0.0117","0","57380"
"1308482","occ","","","175523","Delphinidae indet.","family","42953","","Delphinidae","family","42953","Holocene","","0.0117","0","57380"
"1308483","occ","","","175523","Delphinus delphis","species","64534","","Delphinus delphis","species","64534","Holocene","","0.0117","0","57380"
"1308484","occ","","","175523","Grampus griseus","species","63557","","Grampus griseus","species","63556","Holocene","","0.0117","0","57380"
"1308485","occ","","","175523","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Holocene","","0.0117","0","57380"
"1308486","occ","","","175523","Balaenoptera physalus","species","64490","","Balaenoptera physalus","species","72269","Holocene","","0.0117","0","57380"
"1308508","occ","","","100313","Balaenopteridae indet.","family","42977","","Balaenopteridae","family","42977","Zanclean","","5.333","3.6","57380"
"1308509","occ","","","100313","Physeter macrocephalus","species","68698","","Physeter macrocephalus","species","68698","Zanclean","","5.333","3.6","57380"
"1308510","occ","","","100313","Phocoenidae indet.","family","53269","","Phocoenidae","family","102804","Zanclean","","5.333","3.6","57380"
"1308511","occ","","","100313","Delphinidae indet.","family","42953","","Delphinidae","family","42953","Zanclean","","5.333","3.6","57380"
"1309502","occ","","","175726","Basilosaurus cetoides","species","53153","","Basilosaurus cetoides","species","63132","Priabonian","","38","33.9","45230"
"1309637","occ","","","175734","Protocetidae indet.","family","42934","","Protocetidae","family","42934","Bartonian","","41.3","38","57556"
"1309638","occ","","","175734","Pappocetus lugardi","species","53999","","Pappocetus lugardi","species","53999","Bartonian","","41.3","38","57556"
"1309639","occ","","","175734","Chrysocetus n. sp. fouadassii","species","334113","","Chrysocetus fouadassii","species","334113","Bartonian","","41.3","38","57556"
"1309640","occ","","","175734","Platyosphys n. sp. aithai","species","334116","","Platyosphys aithai","species","334116","Bartonian","","41.3","38","57556"
"1309641","occ","","","175734","Eocetus schweinfurthi","species","53994","","Eocetus schweinfurthi","species","53994","Bartonian","","41.3","38","57556"
"1310661","occ","","","175920","Delphinoidea ? indet.","superfamily","53268","","Delphinoidea","superfamily","53268","Late Oligocene","","28.4","23.03","57669"
"1310811","occ","","","175943","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Holocene","","0.0117","0","57684"
"1310812","occ","","","175943","Cetacea indet.","order","36652","","Cetacea","order","36652","Holocene","","0.0117","0","57684"
"1310813","occ","","","175943","Phocoena phocoena","species","63544","","Phocoena phocoena","species","63543","Holocene","","0.0117","0","57684"
"1310814","occ","","","175943","Phocoena dalli","species","63553","recombined as","Phocoenoides dalli","species","63553","Holocene","","0.0117","0","57684"
"1310815","occ","","","175943","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","57684"
"1310821","occ","","","175944","Phocoena sp.","genus","63542","","Phocoena","genus","36803","Holocene","","0.0117","0","57686"
"1310826","occ","","","175945","Phocoena sp.","genus","63542","","Phocoena","genus","36803","Holocene","","0.0117","0","57686"
"1310831","occ","","","175946","Phocoena sp.","genus","63542","","Phocoena","genus","36803","Holocene","","0.0117","0","57686"
"1310836","occ","","","175947","Phocoena sp.","genus","63542","","Phocoena","genus","36803","Holocene","","0.0117","0","57686"
"1310843","occ","","","175948","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Holocene","","0.0117","0","57688"
"1310849","occ","","","175950","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Holocene","","0.0117","0","57688"
"1310850","occ","","","175950","Balaena mysticetus","species","64683","","Balaena mysticetus","species","64683","Holocene","","0.0117","0","57688"
"1310856","occ","","","175951","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Holocene","","0.0117","0","57688"
"1310857","occ","","","175951","Balaena mysticetus","species","64683","","Balaena mysticetus","species","64683","Holocene","","0.0117","0","57688"
"1310858","occ","","","175951","Cetacea indet.","order","36652","","Cetacea","order","36652","Holocene","","0.0117","0","57688"
"1310862","occ","","","175952","Cetacea indet.","order","36652","","Cetacea","order","36652","Holocene","","0.0117","0","57688"
